Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
Heath Farwell,24,MIN,LB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Noah Herron,23,2TM,RB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Noah Herron,23,PIT,RB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Noah Herron,23,GNB,RB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Dirk Johnson,30,PHI,P,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Caleb Miller,25,CIN,LB,7,0,0,0,0,0,0,0,0,1,0,0,0.0,16,12,4,1,0,
Nate Poole,28,NOR,WR,7,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
David Richardson,24,JAX,DB,7,0,0,0,0,0,1,0,0,0,0,0,0.0,8,8,0,1,0,
Jamal Robertson,28,CAR,RB,7,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,
Larry Stevens,23,CIN,LB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Adam Terry,23,BAL,T,7,0,0,0,0,0,,0,0,1,0,0,0.0,,,,,0,
R-Kal Truluck,31,ARI,DE,7,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,
Frank Walker,25,NYG,DB,7,0,1,71,0,71,1,0,0,0,0,0,0.0,1,1,0,0,0,
Seneca Wallace,25,SEA,QB,7,0,0,0,0,0,0,0,2,1,-4,0,0.0,,,,,0,
Jerome Woods,32,KAN,DB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Derrick Gibson,26,OAK,SS,6,6,0,0,0,0,3,0,0,1,0,0,1.0,35,30,5,1,0,
Brian Griese,30,TAM,QB,6,6,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Ken Hamlin,24,SEA,FS,6,6,0,0,0,0,2,0,0,0,0,0,0.0,26,22,4,0,0,
Tebucky Jones,31,MIA,SS,6,6,0,0,0,0,0,0,0,0,0,0,2.0,39,24,15,2,0,
Ray Lewis,30,BAL,MLB,6,6,1,0,0,0,2,0,0,1,0,0,1.0,46,38,8,1,0,
Charles Woodson,29,OAK,RCB,6,6,1,0,0,0,4,1,1,0,0,0,0.0,31,27,4,2,0,
Jeff Garcia,35,DET,QB,6,5,0,0,0,0,0,0,1,0,-3,0,0.0,,,,,0,
Ryan Sims,25,KAN,LDT,6,5,0,0,0,0,0,0,0,0,0,0,0.0,8,8,0,1,0,
Vinny Testaverde,42,NYJ,QB,6,4,0,0,0,0,0,0,8,1,-11,0,0.0,0,0,0,0,0,
LeVar Woods,27,DET,LB,6,3,0,0,0,0,0,0,0,0,0,0,1.0,28,17,11,3,0,
Matt Kranchick,26,2TM,TE,6,1,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Matt Kranchick,26,PIT,TE,4,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Matt Kranchick,26,NYG,TE,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Lester Towns,28,2TM,LB,6,1,0,0,0,0,0,1,0,0,0,0,0.0,12,11,1,0,0,
Lester Towns,28,ARI,LB,2,1,0,0,0,0,0,0,0,0,0,0,0.0,9,8,1,0,0,
Lester Towns,28,MIA,LB,4,0,0,0,0,0,0,1,0,0,0,0,0.0,3,3,0,0,0,
Billy Volek,29,TEN,QB,6,1,0,0,0,0,0,0,3,0,0,0,0.0,,,,,0,
Moe Williams,31,MIN,RB,6,1,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,
Patrick Body,23,CIN,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Calvin Branch,31,OAK,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Jack Brewer,26,PHI,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Ran Carthon,24,IND,RB,6,0,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Mike Cloud,30,NWE,RB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Sean Considine,23,PHI,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,
Justin Ena,28,PHI,LB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,9,8,1,0,0,
Laroni Gallishaw,24,MIN,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Isaac Keys,27,ARI,LB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Charles Lee,28,ARI,WR,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Cam Newton,23,ATL,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Eric Ogbogu,30,DAL,DE,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Etric Pruitt,24,SEA,DB,6,0,0,0,0,0,1,0,0,0,0,0,0.0,7,7,0,0,0,
Chris Roberson,22,JAX,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Dedrick Roper,24,PHI,LB,6,0,0,0,0,0,0,1,0,0,0,0,0.0,7,4,3,0,0,
Lynn Scott,28,DAL,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Jason Short,27,PHI,LB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,
Mike Smith,24,BAL,LB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Jeremy Thornburg,23,2TM,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,6,6,0,0,0,
Jeremy Thornburg,23,SFO,DB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Jeremy Thornburg,23,GNB,DB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
B.J. Tucker,25,SFO,DB,6,0,0,0,0,0,1,0,0,0,0,0,0.0,16,12,4,0,0,
Jonathan Welsh,23,IND,DE,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,
Gary Baxter,27,CLE,RCB,5,5,2,10,0,10,2,1,0,0,0,0,0.0,23,19,4,1,0,
Ahman Green,28,GNB,RB,5,5,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Ed Hartwell,27,ATL,MLB,5,5,0,0,0,0,1,0,0,0,0,0,0.0,22,16,6,2,0,
Michael Hawthorne,28,STL,FS,5,5,1,24,0,24,1,0,0,1,0,0,0.0,25,19,6,0,0,
Brady Smith,32,ATL,RDE,5,5,0,0,0,0,0,1,0,0,0,0,3.0,8,8,0,2,0,
Jeff Ulbrich,28,SFO,RILB,5,5,0,0,0,0,3,1,0,0,0,0,0.0,42,32,10,3,0,
Kailee Wong,29,HOU,LILB,5,5,0,0,0,0,0,0,0,0,0,0,1.0,33,21,12,1,0,
Artrell Hawkins,29,NWE,SS,5,4,0,0,0,0,0,0,0,0,0,0,1.0,17,11,6,1,0,
Antrel Rolle,23,ARI,DB,5,4,1,29,0,29,2,0,0,0,0,0,0.0,28,26,2,1,0,
Randall Gay,23,NWE,DB,5,2,0,0,0,0,1,0,0,0,0,0,0.0,12,10,2,0,0,
Cody Pickett,25,SFO,QB,5,2,0,0,0,0,0,0,3,1,-12,0,0.0,1,1,0,0,0,
Guss Scott,24,NWE,DB,5,2,0,0,0,0,0,0,0,0,0,0,0.0,24,19,5,0,0,
Anthony Thomas,28,DAL,RB,5,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Najeh Davenport,26,GNB,RB,5,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,
Christian Morton,24,2TM,DB,5,1,0,0,0,0,2,0,0,1,14,0,0.0,10,8,2,0,0,
Christian Morton,24,ATL,DB,4,1,0,0,0,0,2,0,0,1,14,0,0.0,5,3,2,0,0,
Christian Morton,24,WAS,DB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,
Calvin Pace,25,ARI,DE,5,1,0,0,0,0,0,0,1,1,0,0,1.0,12,8,4,3,0,
Duce Staley,30,PIT,RB,5,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,
Damien Anderson,26,ARI,RB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Adrian Awasom,22,NYG,DE,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Dave Ball,24,2TM,DE,5,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,
Dave Ball,24,SDG,DE,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Dave Ball,24,NYJ,DE,3,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,
Eddie Berlin,27,CHI,WR,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Terry Fair,29,STL,DB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,3,0,
Doug Flutie,43,NWE,QB,5,0,0,0,0,0,0,0,2,1,-9,0,0.0,0,0,0,0,0,
Todd Franz,29,GNB,DB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,
Reggie Hodges,23,STL,P,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Brian Howard,24,STL,DT,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Teddy Lehman,24,DET,LB,5,0,1,21,0,17,2,0,0,0,0,0,0.0,13,8,5,1,0,
Norman LeJeune,25,MIA,DB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Jody Littleton,31,CLE,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,
Anthony Maddox,27,JAX,DT,5,0,0,0,0,0,0,0,0,0,0,0,1.0,4,4,0,1,0,
Glenn Martinez,24,DET,WR,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Robert McCune,26,WAS,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Willie Middlebrooks,26,SFO,DB,5,0,0,0,0,0,1,0,0,0,0,0,0.0,8,7,1,0,0,
Eddie Moore,25,MIA,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Nick Novak,24,WAS,K,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Jim Sorgi,25,IND,QB,5,0,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Jamaar Taylor,24,NYG,WR,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Nate Wayne,30,DET,LB,5,0,1,20,0,20,1,1,0,0,0,0,0.0,14,11,3,2,0,
Jerron Wishom,23,GNB,DB,5,0,0,0,0,0,1,0,0,0,0,0,0.0,6,6,0,0,0,
Ron Edwards,26,BUF,DT,4,4,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,
Tim Rattay,28,SFO,QB,4,4,0,0,0,0,0,0,3,1,-2,0,0.0,0,0,0,0,0,
Fred Weary,28,HOU,G,4,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,
Eric Barton,28,NYJ,LB,4,3,0,0,0,0,1,0,0,0,0,0,0.0,21,13,8,0,0,
Ryan Fitzpatrick,23,STL,QB,4,3,0,0,0,0,0,0,3,1,-3,0,0.0,0,0,0,0,0,
Josh Williams,29,IND,DT,4,3,0,0,0,0,0,1,0,0,0,0,0.0,6,3,3,0,0,
Madieu Williams,24,CIN,DB,4,3,1,2,0,2,3,0,0,0,0,0,0.0,23,17,6,1,0,
Charlie Batch,31,PIT,QB,4,2,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,
Joe Jefferson,25,IND,DB,4,2,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,
Tommy Maddox,34,PIT,QB,4,2,0,0,0,0,0,0,2,0,-9,0,0.0,0,0,0,0,0,
Antuan Edwards,28,ATL,DB,4,1,0,0,0,0,2,0,0,0,0,0,0.0,11,11,0,0,0,
Clarence Moore,23,BAL,WR,4,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Patrick Ramsey,26,WAS,QB,4,1,0,0,0,0,0,0,2,0,0,0,0.0,,,,,0,
Jay Ratliff,24,DAL,NT,4,1,0,0,0,0,0,0,0,0,0,0,1.0,4,3,1,1,0,
Sage Rosenfels,27,MIA,QB,4,1,0,0,0,0,0,0,1,1,-11,0,0.0,0,0,0,0,0,
Reggie Tongue,32,OAK,DB,4,1,0,0,0,0,0,0,0,0,0,0,0.0,6,6,0,0,0,
Willie Williams,35,PIT,DB,4,1,0,0,0,0,1,0,0,0,0,0,0.0,11,8,3,1,0,
David Allen,27,STL,RB,4,0,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Anthony Bryant,24,TAM,DT,4,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,
Patrick Dendy,23,GNB,DB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Ronald Fields,24,SFO,DT,4,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,2,0,
Todd France,25,2TM,K,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Todd France,25,PHI,K,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Todd France,25,TAM,K,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Dennis Haley,23,BAL,LB,4,0,0,0,0,0,1,0,0,0,0,0,0.0,4,4,0,0,0,
Michael Harden,24,SEA,DB,4,0,0,0,0,0,0,1,0,0,0,0,0.0,9,8,1,0,0,
Aki Jones,23,WAS,DL,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,
Earl Little,32,GNB,DB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Jeremy Loyd,25,STL,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Matt McCoy,23,PHI,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Zeke Moreno,27,PHI,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,
J'Vonne Parker,23,CLE,DT,4,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,
Adam Seward,23,CAR,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,
Donald Strickland,25,2TM,DB,4,0,0,0,0,0,3,1,0,0,0,0,0.0,20,17,3,0,0,
Donald Strickland,25,IND,DB,1,0,0,0,0,0,3,0,0,0,0,0,0.0,7,6,1,0,0,
Donald Strickland,25,PHI,DB,3,0,0,0,0,0,0,1,0,0,0,0,0.0,13,11,2,0,0,
Russell Stuvaints,25,PIT,DB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Rian Wallace,23,PIT,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Jay Bellamy,33,NOR,DB,3,3,0,0,0,0,0,0,0,0,0,0,0.0,10,8,2,0,0,
Russell Davis,30,ARI,NT,3,3,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,
Ken Dorsey,24,SFO,QB,3,3,0,0,0,0,0,0,2,0,0,0,0.0,,,,,0,
Rodney Harrison,33,NWE,DB,3,3,0,0,0,0,1,0,0,0,0,0,0.0,15,11,4,0,0,
Chad Pennington,29,NYJ,QB,3,3,0,0,0,0,0,0,8,4,-22,0,0.0,0,0,0,0,0,
Ahmed Plummer,29,SFO,DB,3,3,0,0,0,0,4,0,0,0,0,0,0.0,24,17,7,0,0,
Mike Rumph,26,SFO,DB,3,3,0,0,0,0,0,1,0,0,0,0,0.0,12,12,0,0,0,
Takeo Spikes,29,BUF,LB,3,3,0,0,0,0,0,1,0,0,0,0,1.0,17,11,6,0,0,
Kenechi Udeze,22,MIN,DE,3,2,0,0,0,0,0,0,0,0,0,0,1.0,5,5,0,1,0,
Jonathan Fanene,23,CIN,DE,3,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,1,0,
Willie Offord,27,MIN,DB,3,1,1,0,0,0,3,0,0,0,0,0,0.0,6,4,2,0,0,
James Allen,26,NOR,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,
Dwight Anderson,24,STL,DB,3,0,0,0,0,0,0,1,0,0,0,0,0.0,4,4,0,0,0,
Jeremy Cain,25,CHI,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,
Dwaine Carpenter,29,2TM,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Dwaine Carpenter,29,SFO,DB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Dwaine Carpenter,29,STL,DB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Dyshod Carter,27,ARI,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,
Antoine Cash,23,ATL,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Chris Cash,25,ATL,DB,3,0,0,0,0,0,1,0,0,0,0,0,0.0,12,11,1,1,0,
Junior Glymph,25,ATL,DE,3,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,1,0,
Matt Grootegoed,23,DET,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,
Jermaine Hardy,23,CAR,DB,3,0,0,0,0,0,0,1,0,0,0,0,0.0,2,2,0,0,0,
Daven Holly,23,CHI,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,
Von Hutchins,24,IND,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,
Eric Johnson,29,ARI,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Adrian Mayes,25,ARI,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Matt McChesney,24,NYJ,DT,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,1,0,
Sean McHugh,23,DET,FB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,
Chris McKenzie,23,HOU,DB,3,0,0,0,0,0,2,0,0,0,0,0,1.0,4,4,0,1,0,
Zach Norton,24,BAL,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Evan Oglesby,24,BAL,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Dimitri Patterson,22,WAS,DB,3,0,1,20,0,20,1,0,0,0,0,0,0.0,0,0,0,0,0,
Marcus Randall,23,TEN,DB,3,0,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,
Aaron Rodgers,22,GNB,QB,3,0,0,0,0,0,0,0,2,0,0,0,0.0,,,,,0,
Nick Rogers,26,MIA,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Chad Scott,31,NWE,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,
Garnell Wilds,24,CAR,DB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
George Wilson,24,BUF,WR,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Manuel Wright,21,MIA,DT,3,0,0,0,0,0,1,0,0,0,0,0,1.0,4,2,2,1,0,
Fernando Bryant,28,DET,DB,2,2,0,0,0,0,1,1,0,0,0,0,0.0,9,8,1,1,0,
Donovin Darius,30,JAX,DB,2,2,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,
Arturo Freeman,29,NWE,DB,2,1,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,
Matt Mauck,26,TEN,QB,2,1,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Justin Sandy,23,TEN,DB,2,1,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Matt Cassel,23,NWE,QB,2,0,0,0,0,0,0,0,2,1,-1,0,0.0,0,0,0,0,0,
Adimchinobe Echemandu,25,MIN,RB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,
Liam Ezekiel,23,BUF,LB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Jay Fiedler,34,NYJ,QB,2,0,0,0,0,0,0,0,1,1,-5,0,0.0,0,0,0,0,0,
Keyaron Fox,23,KAN,LB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,1,0,
Paul Grasmanis,31,PHI,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Anttaj Hawthorne,24,OAK,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,
T.J. Hollowell,24,NYJ,LB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Thomas Johnson,24,DAL,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Jamal Jones,24,GNB,WR,2,0,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Michael Lewis,34,NOR,WR,2,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,
Alfred Malone,23,HOU,DE,2,0,0,0,0,0,1,0,0,0,0,0,1.0,10,6,4,3,0,
Scott McGarrahan,31,SDG,DB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Jim Nelson,30,BAL,LB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Joe Odom,26,CHI,LB,2,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,
Dan Orlovsky,22,DET,QB,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
Monsanto Pope,27,DEN,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Philip Rivers,24,SDG,QB,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Derreck Robinson,23,SDG,DE,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Siddeeq Shabazz,24,NOR,DB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Ernest Shazor,22,ARI,DB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Renaud Williams,24,SFO,LB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Kris Jenkins,26,CAR,DT,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,
Kevin Lewis,27,NYG,LB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,
Tyrone Poole,33,NWE,DB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Marques Tuiasosopo,26,OAK,QB,1,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
Hamza Abdullah,22,DEN,DB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Jason Anderson,25,HOU,RB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Matthias Askew,23,CIN,DT,1,0,0,0,0,0,0,1,0,0,0,0,0.0,4,2,2,0,0,
Ryon Bingham,24,SDG,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
John Bronson,23,ARI,TE,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Terry Butler,23,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Jeremy Calahan,22,STL,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Martin Chase,31,JAX,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Jim Davis,24,JAX,DE,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Greg Favors,31,JAX,LB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,6,1,5,0,0,
Jay Foreman,29,NYG,LB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Lennie Friedman,29,CHI,G,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Jonathan Goddard,24,IND,DE,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Quinn Gray,26,JAX,QB,1,0,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
Remy Hamilton,31,DET,K,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Alain Kashama,26,SEA,DE,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,
Keyonta Marshall,24,PHI,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Johnnie Morant,24,OAK,WR,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Nick Murphy,26,PHI,P,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
John Navarre,25,ARI,QB,1,0,0,0,0,0,0,0,1,1,0,0,0.0,,,,,0,
Chad Owens,23,JAX,WR,1,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
Josh Savage,25,ATL,DE,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,
Musa Smith,23,BAL,RB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Sloan Thomas,24,TEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,
Ahmad Treaudo,23,ATL,DB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Kenny Watson,27,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
Zac Woodfin,22,BAL,LB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,
